"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Nfu_g_1_017509.2",3.51491517297566,11.3927027825251,3.47494300039216,0.00130633571372035,0.0141840224303082,-1.04447661453412
"U2AF2",-3.05068286896955,11.4385861904401,-3.47394948347172,0.00130999106277268,0.0141840224303082,-1.04699774264094
"PAH.1",4.05864654509969,12.2472472947385,3.47384185362768,0.00131038764336114,0.0141840224303082,-1.04727084096628
"PMVK",-2.93677448831527,10.9864451915116,-3.47250521730909,0.00131532231758941,0.014206619837167,-1.05066206010641
"CKMT1.1",2.97276681104508,10.363337665069,3.46999407727582,0.00132464135134416,0.0142729250021893,-1.0570314364597
"PDCD8.3",2.94150221106978,10.9018904237312,3.46883724204523,0.00132895573806738,0.0142729250021893,-1.05996493700377
"A0A8C6P943.1",-3.15890027749544,11.2310781435415,-3.46854651645409,0.00133004210942245,0.0142729250021893,-1.06070208375517
"LOC107388193.1",-3.39669804980077,10.7128828038766,-3.46598490348247,0.00133965113421257,0.0143451913298728,-1.06719586233171
"CPB1",-3.20062907690876,10.5392412830837,-3.46346992769813,0.00134914998095674,0.0144159708885955,-1.07356914516085
"ACACA.1",-2.98243485595473,10.5470298058102,-3.46144277856983,0.00135685333804437,0.0144673037539346,-1.07870457179674
"PDCD8.4",-3.00785350185172,11.0277944005498,-3.45870300718383,0.00136733179102524,0.014547943789373,-1.08564297412955
"GMPS",-3.17894617806377,9.98011089200676,-3.45748704728733,0.00137200714218691,0.0145666290202397,-1.08872150372346
"C17H14ORF166",-2.93626947228449,10.5123642628099,-3.45449966478462,0.00138355878241762,0.0146580856141485,-1.09628262218046
"PARK7",3.07699512157629,11.3803870555223,3.45353464521302,0.00138731021793894,0.0146666906515155,-1.09872442161322
"RPLP2L",3.87715568614619,11.5687250760681,3.45271687220063,0.00139049687723969,0.014669301093924,-1.10079338041775
"EPRS.1",3.34805076755467,11.310992483578,3.45096680223392,0.00139734006545282,0.0146916977569385,-1.10522023732076
"PVRL2",-2.66155541232537,10.1566164436724,-3.45066885965163,0.00139850830351619,0.0146916977569385,-1.1059737830223
"TKT.1",-4.46185967989462,12.5220648081532,-3.44626107773664,0.00141590107441116,0.0148216816931739,-1.11711806302785
"YWHAE2.2",-2.78823573301134,10.0122267047496,-3.44593674146673,0.00141718903850207,0.0148216816931739,-1.11793781282674
"METAP1.1",2.2853951652168,10.1153909496805,3.44528203396414,0.00141979235457658,0.0148216816931739,-1.11959245027425
"RPN1.1",-4.24428506422373,12.211451464583,-3.44400396902243,0.00142488754438628,0.0148234908951287,-1.1228220497248
"PPP2R2A.2",2.09170224385826,10.251653930354,3.44297645701541,0.00142899657426607,0.0148234908951287,-1.12541808906012
"VAT1",-2.79894540415503,10.4661550962221,-3.44226191842524,0.00143186071353546,0.0148234908951287,-1.12722316750152
"LASP1",-3.13835241346766,13.0779312115236,-3.44217548319681,0.00143220755125203,0.0148234908951287,-1.1274415090305
"CYB5A.1",4.37611309615682,12.2627035548358,3.44152536431485,0.00143481885818581,0.0148234908951287,-1.12908366916285
"PDCD6IP",-2.41162821956311,10.7897257203996,-3.4403891093874,0.00143939377012001,0.0148400308117745,-1.1319534127036
"G4P62_013073",-2.90066911582996,9.78266885916417,-3.43585612617562,0.00145778447934391,0.0149986485606724,-1.14339734481381
"OLA.6486.1",-3.22689566551734,10.4292823529807,-3.43378562554786,0.00146625939974161,0.0150548033018738,-1.14862203980073
"ALDOB.2",5.41783171515603,12.8268464986859,3.43177386485026,0.00147453909490885,0.0151087270710373,-1.15369702207187
"OLA.8803",-2.911111291851,10.4874864870554,-3.42908049063355,0.00148569422929879,0.0151918323856577,-1.16048918133819
"CU929036.1.3",-3.55407148185302,10.9950079558958,-3.42830345759758,0.00148892746139835,0.015191931133363,-1.16244821561184
"SCARA3.2",-3.67379916654217,10.7663991820591,-3.42761618040755,0.00149179283674306,0.015191931133363,-1.16418077689953
"CYB5R2",3.13187477708249,11.9813000820808,3.42596308766215,0.00149870651156986,0.0152312535493556,-1.168347364518
"ADKA.1",3.25058486474687,11.5224847723218,3.42482229374712,0.001503495504504,0.015248867007063,-1.17122213264386
"UGGT1.5",3.25895195842891,11.0591687454764,3.42170297776701,0.00151666518410007,0.0153512358390656,-1.1790802971361
"PACSIN3",-2.35908807444265,12.1334394295996,-3.41852840124646,0.00153018158043842,0.0154566924825663,-1.18707402534084
"POR.1",3.53196259405382,11.102362047615,3.41534598426067,0.00154384710598402,0.0155441558535846,-1.19508379507727
"G4P62_015750",-3.12502660896739,10.6742600207828,-3.41506242098661,0.00154507040147855,0.0155441558535846,-1.19579731048419
"ATP1A1.1",-2.87519302234806,10.6989120593092,-3.41169541283652,0.00155966684151616,0.0156594316683413,-1.20426728183791
"CRYZ.1",-2.99476423490461,11.2157593291665,-3.41059276199174,0.00156447561625994,0.0156761713356167,-1.20704018098479
"OLA.10295.3",3.72435837177292,11.0276141141463,3.40946410470666,0.00156941250765319,0.0156941250765319,-1.20987801706529
"SEC16A.1",-2.73145950719582,10.5283866167506,-3.40752321937684,0.00157793708531244,0.0157478121114181,-1.21475698020886
"SLMAPA.2",-2.25223372864822,9.86770786719945,-3.40415888059984,0.00159281873829534,0.0158646018045783,-1.22321090731899
"CRELD2.2",3.57732072015877,11.3357630410768,3.40181474128017,0.00160326700419188,0.0159276997678765,-1.22909880324833
"CTSC.1",-3.75936689006327,11.8758850178332,-3.40112153780119,0.0016063692879775,0.0159276997678765,-1.23083956929409
"SND1.1",4.28463150183298,11.8042790193163,3.40059498616896,0.00160872959579354,0.0159276997678765,-1.23216172205431
"TXNDC2.1",-3.27381302451502,10.963128260446,-3.39649038785329,0.00162724289218538,0.0160696010554328,-1.24246470705432
"SUCLG1.1",-4.085944305428,12.2740002771484,-3.39599244270346,0.00162950263207395,0.0160696010554328,-1.2437141785639
"Nfu_g_1_014066.1",-3.64657519371136,10.9014986266709,-3.39507276263829,0.00163368415718451,0.0160790610342223,-1.24602164884285
"ACAD9.1",2.29218863387843,10.5285962173184,3.39406825983494,0.00163826307891313,0.0160923873302687,-1.24854158007245
"G4P62_005343.1",-3.21510257074398,10.7120854608115,-3.39327165662991,0.00164190304022599,0.016094496128358,-1.25053970064682
"TFA.2",4.53405010062122,12.3328884772303,3.39261082989079,0.00164492846201655,0.016094496128358,-1.25219707408601
"PA2G4B.2",3.53116634593195,12.0940361457105,3.39189640980284,0.00164820524710302,0.0160949984012604,-1.25398867868524
"UMPS",-2.33322650314108,10.1739153313555,-3.3883160065744,0.00166472155411417,0.0162245323340424,-1.2629646628228
"MRPL24",-3.10025082654044,11.4249508338591,-3.38735037937741,0.00166920300590063,0.0162364970749398,-1.26538464938825
"serpind1",-2.90952266936021,11.3890839025779,-3.38534032374418,0.00167856866789573,0.0162958320093379,-1.27042099337556
"Nfu_g_1_007730.1",4.63811314695984,12.5909714524226,3.38297984395875,0.00168963127660422,0.0163713787771943,-1.2763334255454
"SH3GLB1",-2.40068136738073,9.93964170258154,-3.38160479635291,0.0016961076732316,0.0163734372511143,-1.27977662809174
"ACSL1.1",-2.72326847787541,9.77099961736276,-3.38154153012391,0.00169640622421365,0.0163734372511143,-1.27993503354663
"RPL36.1",-3.62636441797223,11.3399884111997,-3.37959303878641,0.00170562573244602,0.0164149519027334,-1.28481291631198
"CCT5.2",-3.01899273773797,10.8005696123233,-3.37924309889756,0.00170728658066505,0.0164149519027334,-1.28568881055209
"PSMC5.1",3.25337738026824,10.9507749346938,3.3765294849491,0.00172021825267098,0.0164914273304205,-1.29247938716948
"PFDN2.1",-2.63561319309133,11.287354768401,-3.37618837253902,0.0017218504286872,0.0164914273304205,-1.29333279510622
"OLA.6740.1",-3.26048387129623,11.1043661326622,-3.3735429496369,0.00173455878407243,0.016581318644677,-1.29994973090739
"HSPA4A.2",2.81335948055072,11.2724446626688,3.37234492371663,0.00174034344322426,0.0166048064659447,-1.30294546052847
"PGAM1A",-3.71732277273942,11.5513441552359,-3.36933408395742,0.00175496279798635,0.0167123365686105,-1.3104718463325
"USP5",-2.8007278178818,11.407600723937,-3.36771827679981,0.00176285680456038,0.0167349274912796,-1.31450957300481
"GOLGA5",-2.32301802018354,9.7645680823601,-3.36713958809717,0.00176569222784175,0.0167349274912796,-1.31595541377719
"SEC24D",-2.52385054038832,10.4050862419032,-3.36679225751174,0.00176739614988063,0.0167349274912796,-1.31682315078999
"UBAP2L",-1.95229403752526,10.0488989706081,-3.36494752955034,0.00177647232592056,0.0167890092923174,-1.32143107668961
"TLN2.1",-2.285435506218,10.1083912763491,-3.36390523548971,0.00178162015712969,0.0168058309717905,-1.32403404328622
"COX5B2",-3.25712811233243,10.8664412232263,-3.36123041365895,0.00179489627673217,0.0168991177752708,-1.33071211283562
"AARS.1",3.28425698749227,11.349336144495,3.35465214227776,0.00182795001657594,0.0171779107019095,-1.34712416042991
"PC.2",4.59532878345412,12.603058758514,3.35280076601816,0.00183735697783809,0.0172338558635565,-1.35174017243612
"SDHA.2",-2.79729746649062,10.5084477369906,-3.35176033412392,0.00184266376044961,0.017251204811714,-1.3543336951348
"RPL13",4.1015270686348,12.4522144958623,3.35092268516708,0.00184694687449817,0.0172589230407226,-1.35642143385667
"SND1",-4.37511999781636,12.0332448019696,-3.345031366434,0.00187734048621927,0.0174872889731341,-1.37109727415815
"PBLD",-2.45503152127483,10.6139236814591,-3.34482876533507,0.00187839416625248,0.0174872889731341,-1.37160173719253
"SRP68",-2.57773690960016,10.33328511803,-3.34212672884536,0.00189250092671426,0.0175858093562461,-1.37832812412102
"sptb",-2.70499793374325,10.5537740794648,-3.34129623159056,0.00189685706707592,0.0175935255849607,-1.38039498315381
"rps27.2",-3.49635331728227,10.8664548703626,-3.33941297770393,0.0019067706514317,0.0176526633592657,-1.38508085898062
"SEL1L.1",-2.86954933483692,10.6238820116159,-3.33819373381369,0.00191321520368214,0.0176795256784701,-1.38811383261754
"SUPT6H.2",-2.20264260969875,10.2442647257437,-3.33682935365378,0.00192045156162851,0.0176846777897795,-1.39150716859394
"pycard",2.24402242184494,10.5234218507046,3.33672610458995,0.00192100023326652,0.0176846777897795,-1.39176392918838
"Nfu_g_1_018794.2",-3.01568095932496,11.2349488893063,-3.33608605845503,0.00192440481760526,0.0176846777897795,-1.39335550961989
"A0A8C6LI20",3.5695737910423,10.9526052254146,3.33280876983663,0.00194192809896474,0.0178002266634155,-1.40150256077561
"FLOT1B.1",-2.67910912866408,10.9399273172777,-3.33240213309775,0.00194411293217665,0.0178002266634155,-1.40251313567513
"HSP90B1",-4.28984369436338,13.5011034075098,-3.32699646651687,0.00197338110198284,0.0180090462505821,-1.41594125863464
"MTHFD1A.5",-3.6306885184158,11.6267708763762,-3.32685770105021,0.00197413793568505,0.0180090462505821,-1.4162858150512
"PTGESL.1",-2.5225489582127,9.95903407781527,-3.32589606713323,0.0019793903520968,0.0180240106878887,-1.4186733598064
"TARS.1",3.01642944828865,10.7586238580881,3.32331849847956,0.0019935348272769,0.0180800569015259,-1.42507118338569
"GKAP1",-2.17000810765773,10.0086143520882,-3.32285280003962,0.00199610062682159,0.0180800569015259,-1.42622682651679
"LIMA1.1",-2.2704195279116,10.2960752259215,-3.32259625040348,0.00199751545176946,0.0180800569015259,-1.4268634254173
"MLEC.1",2.65831734071763,10.4703951256915,3.3221392027438,0.00200003835864576,0.0180800569015259,-1.42799747431009
"PSMB4.1",-2.43633764573805,10.153855932865,-3.32063523514574,0.00200836175666941,0.0180904185327388,-1.43172862039325
"etnppl",-2.79627424292422,12.0474600052379,-3.32062198313026,0.00200843524391529,0.0180904185327388,-1.43176149300559
"CSDE1.1",-2.42366042275579,10.2278542673264,-3.31970951658593,0.00201350137832037,0.0181033727528264,-1.43402477047278
"CLYBL.2",-2.50094078903319,10.3611476615531,-3.31643771936284,0.00203176726250865,0.0182347457552485,-1.4421374627579
"PRPF39.1",-2.41584138826701,9.96113557636079,-3.31557002981037,0.00203663788528297,0.0182456428142945,-1.44428827304371
"FABP3.1",4.6484877682972,13.818521588973,3.31322062751056,0.00204988182108056,0.0183313804429964,-1.45011045082695
"MSRB2",-3.62405155866974,10.9359646787586,-3.31221515509891,0.00205557489126041,0.018349407347745,-1.4526015083077
"ALDH5A1.1",-2.5261410075789,10.0131190235144,-3.31040040583957,0.00206588835516594,0.0184085408790679,-1.45709655140316
"UGP2A.3",-4.18902097052468,12.3756322722377,-3.30836241367302,0.00207752937736775,0.0184792720018986,-1.46214302433248
"MSRB2.2",-3.03685085188802,10.3448360914328,-3.30565356902055,0.00209309918972517,0.0185846351543213,-1.46884814960816
"GMDS",-2.4588741631901,10.0573410779977,-3.30297801800032,0.00210858683981587,0.0186888957916185,-1.47546804626393
"COPA.1",2.9081671111605,11.1083301359799,3.2999963534394,0.00212597519632092,0.0187684805255977,-1.48284202988631
"LOC107391533",4.02979018869059,12.2719369862182,3.29945678624791,0.00212913639843355,0.0187684805255977,-1.48417606608249
"CPSF5",2.60102958173822,10.802192181002,3.29897419313249,0.00213196759889783,0.0187684805255977,-1.48536914165567
"RSU1",-2.2216631303582,9.78322366685172,-3.29871682290779,0.00213347896484978,0.0187684805255977,-1.4860053796637
"gda",-2.40136376156955,12.2863764267445,-3.29734000665397,0.00214158146575214,0.0187684805255977,-1.48940852812159
"LBR.2",-2.77636570132356,10.3009880488001,-3.29706103045353,0.00214322679868619,0.0187684805255977,-1.49009799735984
"RRBP1A.8",-3.4345031293074,11.2047777819122,-3.29694786417664,0.00214389456905625,0.0187684805255977,-1.49037767079808
"SIKE1",2.26789300793835,9.83988971754292,3.28982056932284,0.00218635319201966,0.0191066592437445,-1.50798154984161
"DDX3",2.55596591919868,11.0205449026706,3.28555969204188,0.00221211756483793,0.0192769363762679,-1.51849602122993
"TRIP11.2",-2.3943960481435,9.85851535457046,-3.28532188088747,0.00221356403679389,0.0192769363762679,-1.51908265094971
"CKAP4.1",-2.55538046330479,10.3810323129438,-3.28306814843118,0.00222731704773556,0.0193629130108022,-1.52464101956357
"PRKAR2AA.1",-2.5287366926802,10.1460527861562,-3.28235780575641,0.00223166864019495,0.0193670026340397,-1.52639251688881
"COPE.1",-2.9607817832459,10.7337637995706,-3.28118019754843,0.00223890057544452,0.0193960310268544,-1.52929571359657
"MPP6B.1",-1.97618557205954,9.93669374977137,-3.2803655636067,0.00224391647139954,0.0194057940940792,-1.5313037358299
"PARK7.3",-3.3344233936313,11.7917331729547,-3.27864986637037,0.00225451547179686,0.019463723536793,-1.53553196153348
"KIF5BA",-2.06267241824582,10.2347535421489,-3.27323010932815,0.00228831109960906,0.0196264507482656,-1.54888091651426
"FAHD2A.1",4.20389592730441,12.4617596377393,3.27282980639604,0.00229082628750714,0.0196264507482656,-1.5498664056899
"HIP1",-3.17731824036994,10.7854731594353,-3.27281322347798,0.0022909305382659,0.0196264507482656,-1.54990722910978
"uox",3.88085817034275,12.1594423229377,3.2726795302379,0.00229177118400339,0.0196264507482656,-1.55023634783559
"PPID.2",-3.35800956050944,11.2666906225331,-3.27186434019997,0.00229690335424078,0.0196264507482656,-1.5522429839863
"ACSS2",-2.9327916871835,10.1282878506757,-3.27175364773736,0.00229760108138126,0.0196264507482656,-1.55251543927452
"anxa11b",3.51178466422202,11.5734134982691,3.27073967799396,0.00230400183172221,0.0196264507482656,-1.55501096815642
"PHACTR2",-1.99587742423232,9.23985944153363,-3.27060872994123,0.00230482968707086,0.0196264507482656,-1.55533322068598
"PSMD6.1",-3.26800522275785,10.8368252694562,-3.26665345134794,0.00232996893908014,0.0198067206235263,-1.56506361225759
"USP5.2",3.17797452277297,11.3332206894175,3.26550174992737,0.00233733795511766,0.0198355721021039,-1.56789574013053
"CYP2J2",3.30800705638595,10.889671912848,3.26012430369238,0.00237203955136692,0.0200870610901556,-1.58111228626713
"COPS3.1",-2.51900208323451,10.0722035972265,-3.25966544446171,0.00237502325514866,0.0200870610901556,-1.58223952124435
"HSPA8.3",2.50564414671732,11.9680569344053,3.25685219936974,0.00239339445630349,0.020205539202122,-1.58914869815643
"CRYZ.2",3.58757819838152,11.3441952869053,3.25628266288895,0.00239713010173471,0.020205539202122,-1.59054706139523
"FBL.1",-2.76754768427126,11.4370698872306,-3.25479725314179,0.0024068991806735,0.0202536710144364,-1.59419352230757
"UQCRC1",-2.84899870721492,10.6374887496754,-3.25297641376899,0.00241892597572551,0.0203206071024752,-1.59866220081828
"CHMP6.1",2.76644507417538,10.9768156812226,3.24961946900545,0.00244124895177318,0.0204736676795768,-1.6068972626579
"CNPY1",4.35678353527637,12.1439437853439,3.24679547988831,0.00246017957673204,0.0205852331973409,-1.61382138353174
"EMC2.2",2.5240821566947,10.5950012894484,3.24640584310528,0.00246280244865982,0.0205852331973409,-1.61477647827695
"GDI2",-3.15410180342327,11.2019233912634,-3.24504162415505,0.00247200678210168,0.0205987171608474,-1.61812002728004
"SNX12",2.63280939485384,11.3783797662657,3.24494326674889,0.0024726716591879,0.0205987171608474,-1.61836106122542
"ACOX1.2",3.11430197723481,12.3236541268242,3.24420828399563,0.00247764538952537,0.020605750822886,-1.62016208057218
"MLEC",-2.42692281914723,10.3159847596066,-3.24215194787787,0.00249161151991104,0.0206874234348687,-1.62519981268836
"GLRX5",-3.61373100101159,11.8709534387079,-3.24113067383796,0.00249857556616876,0.0207107841780433,-1.62770115198349
"EIF4EBP3",-2.5538898029977,10.8668661823624,-3.23970458707476,0.00250833100822435,0.0207395747679216,-1.63119326406538
"LSM8",-2.9374308763928,11.3652481662856,-3.23915404495996,0.00251210679054475,0.0207395747679216,-1.63254117617286
"GALC.1",-3.57089491316102,11.1379420188619,-3.23880294202567,0.00251451758208268,0.0207395747679216,-1.63340072982785
"DHX15.2",-2.27499186403876,9.97117817922106,-3.23746924633045,0.00252369525972382,0.0207599482118121,-1.63666536405608
"PHYHD1",4.23567178353866,12.0064656505956,3.23678718282582,0.00252840110819425,0.0207599482118121,-1.63833464664241
"FBP1B",-4.0302666869399,11.7055329180298,-3.23606537391771,0.00253339026635824,0.0207599482118121,-1.64010099599123
"EEF1DA.3",4.38811219117526,11.9826313679844,3.23593002969911,0.0025343268102696,0.0207599482118121,-1.64043217523903
"PSMA5",2.99796515651974,10.7806036130332,3.23542318903637,0.00253783693136807,0.0207599482118121,-1.64167231792037
"SI:CH211-93F2.1",3.19622141503429,11.807528407991,3.23483019584566,0.00254194957062468,0.0207599482118121,-1.64312312665768
"ABCB11.2",2.77296911946561,11.0848663896954,3.23095977766683,0.00256894852777043,0.0209314720863898,-1.65258891630135
"ARFGAP2.2",-3.24215136904558,10.9201803431716,-3.23061865157354,0.00257134116011161,0.0209314720863898,-1.65342290722008
"EIF2S3.1",2.93618885727533,11.2847028214124,3.22754316437463,0.00259300826918004,0.0210734711127173,-1.66093976473731
"SYVN1",-3.41783851453656,10.5231640380198,-3.22586036552279,0.00260493711459373,0.0211048749773591,-1.66505108872969
"HMGCS1.1",3.73039188868563,11.9558781224693,3.22580488870329,0.00260533125973011,0.0211048749773591,-1.66518660698874
"CU207276.4",-2.22031342483795,10.7054533553874,-3.22491176577105,0.00261168442265647,0.0211220506791828,-1.6673681459294
"G4P62_003525",-2.44277268567122,9.94975932589096,-3.2204118246088,0.00264391908664412,0.021304647491552,-1.6783547126922
"KRT5.6",4.65812007383619,12.9931574440963,3.22032386737685,0.00264455290765159,0.021304647491552,-1.67856937671185
"GSTZ1.2",-3.12232048075068,11.128968067592,-3.21851978841434,0.00265758502861163,0.021304647491552,-1.68297162045515
"chia.1.1",-3.44574827356007,10.5034234248931,-3.21845034597692,0.00265808787771228,0.021304647491552,-1.68314104447369
"PSMD6.2",2.66176620022481,11.1530434688881,3.2178934096463,0.00266212405742628,0.021304647491552,-1.68449977286443
"POLR2B",-2.52893091258196,10.1858004358608,-3.21764261614201,0.00266394348733866,0.021304647491552,-1.68511157898945
"ARSA.3",-2.56693623228406,9.58507119867293,-3.21754523084161,0.00266465030630539,0.021304647491552,-1.68534914165978
"GSTZ1.3",4.06545871957711,11.7212081513825,3.21702656438756,0.00266841777198797,0.021304647491552,-1.68661431604911
"AKT2L.2",2.65330403535037,10.8748351244795,3.21026330370682,0.00271801012314634,0.0216287560063342,-1.70310168137799
"AGMAT.1",-2.79584860337966,10.740312321818,-3.21012991089819,0.00271899699140156,0.0216287560063342,-1.70342667443553
"TRIP10.2",-2.24401025568372,10.4508449481155,-3.20972215246184,0.00272201578596752,0.0216287560063342,-1.70442007568126
"EZRA",-3.26405539027137,11.6859659166637,-3.20861214661884,0.00273024973262239,0.0216596918374972,-1.70712397871736
"GAR1.1",2.38078354942351,10.2724226066065,3.20695137953355,0.00274261338759396,0.0217232393715776,-1.71116854964763
"G4P62_010867",-2.54353683895251,9.73463036199285,-3.20597313725399,0.0027499208275187,0.021746600521899,-1.71355039083602
"SULT6B1.1",2.95438814387132,11.0015810159144,3.20453775353576,0.00276067658660248,0.0217731736613959,-1.71704457073261
"nedd8",2.64315394920733,10.359916239499,3.20436046908569,0.00276200780113499,0.0217731736613959,-1.71747607818483
"EPS15.3",-3.00624496407056,10.7586230096258,-3.20183363622671,0.00278104798537771,0.0218886899795501,-1.72362493185421
"CNBPA",3.6185791171138,11.2723283765087,3.20005345361701,0.0027945367914517,0.0219602182509354,-1.72795527904433
"TPM4A",-2.95819847207411,11.1639544770691,-3.19519424821628,0.00283167295179115,0.0222170566500595,-1.73976873721763
"LSS",-3.34697300585257,11.0906886207726,-3.19449270284197,0.00283707302039192,0.02222448096037,-1.7414734876965
"CAT.1",-4.07210139416275,12.0823193058891,-3.19147733570748,0.00286039500505926,0.0223720549768742,-1.74879847359692
"PSMB7",3.21263029617136,11.5166078215268,3.18947743215852,0.00287596327607758,0.0224578908524461,-1.75365458403424
"TMED9.2",2.93348529012543,11.3757734648068,3.18891311092837,0.00288037077065441,0.0224578908524461,-1.7550245510346
"ADD1",-2.17939284766141,10.4335866754375,-3.18650503387809,0.002899250631586,0.0225698294096945,-1.76086899142441
"HNRNPH3.1",2.56925379581386,11.067543734361,3.18563092591103,0.00290613284400113,0.0225881664977658,-1.76298986492325
"H2AFY2",2.47441960522305,10.6329922722906,3.18140846506759,0.00293959693692715,0.0228127351714875,-1.77323043647123
"UGP2A.1",4.58126039979208,12.4906878823404,3.17975611214537,0.00295279154312058,0.0228795493791486,-1.77723578852256
"map2k2a",-2.33980184974894,10.3625631995656,-3.17765558910445,0.00296964608030731,0.0229744712259434,-1.78232586246885
"LOC107385533",-3.41715171566075,12.1438476826933,-3.17532854928104,0.00298842474501096,0.0230612249837568,-1.78796267486208
"ASS1",3.65345524177226,10.9121389754424,3.17458973493828,0.0029944103272409,0.0230612249837568,-1.78975183569591
"VDAC3.2",3.58228045524009,11.5902321292772,3.17455103078659,0.0029947242063075,0.0230612249837568,-1.78984555784831
"PPT2.2",3.84678903653536,11.3515071114483,3.17376216113284,0.00300112850805776,0.0230749325966229,-1.79175566919845
"LDHD.1",-2.32203019518399,10.1860431675239,-3.16916386137031,0.00303871835129144,0.0232947570148994,-1.8028844331802
"SUCLG1",3.88547045919032,12.4707376791514,3.1686616534346,0.00304285070688495,0.0232947570148994,-1.80409933165905
"PRDX2.1",4.18611476547358,12.8302314619049,3.16855563320337,0.00304372376226742,0.0232947570148994,-1.80435579310921
"BDH2.1",3.87335855432469,12.1198469062284,3.167921421711,0.00304895133032296,0.0232990308396808,-1.80588984259108
"GLA",3.67232549318997,11.7968936869595,3.16725192374679,0.00305447898983922,0.0233055812833299,-1.80750905953324
"OSBP",2.23525604972925,10.4953105086866,3.16527362269554,0.00307086827015608,0.0233948590352349,-1.81229257943812
"WDR1.1",-2.14156435241865,9.85606275766588,-3.16407912695367,0.00308080443836118,0.0234347776637535,-1.81518006072161
"Nfu_g_1_012051.1",-3.08325875908123,11.8411109538413,-3.1606070819247,0.00310985931055815,0.0236071159357815,-1.82356967935955
"PYGL",-3.72217356634472,10.8583959248945,-3.1602428496634,0.00311292230175235,0.0236071159357815,-1.82444948959016
"LIG3.2",2.39506841954816,10.7656952920596,3.15876235718306,0.00312540188732052,0.0236323643820649,-1.82802506861037
"G4P62_018934",-3.02513923921337,9.93483687163076,-3.15820111738378,0.00313014515915091,0.0236323643820649,-1.82938029123617
"RPN1",3.63935972116017,11.6471011861026,3.15816395316238,0.00313045949028955,0.0236323643820649,-1.82947002674963
"AMBP.2",2.09581034190929,10.3130859899855,3.15580058155406,0.00315051021406202,0.0236482747116018,-1.83517534038069
"RRBP1A",-2.36523437507942,10.5723819247264,-3.15578620997395,0.00315063251338032,0.0236482747116018,-1.83521002692525
"LARP1B.2",2.33450992820885,10.9394364154127,3.15566090277973,0.00315169904363522,0.0236482747116018,-1.83551245853096
"ASCC2",2.305938635985,10.3406164975994,3.15539000445494,0.00315400591708265,0.0236482747116018,-1.83616625461782
"CLTC",-4.20901587737558,12.0505401035225,-3.15488755347342,0.00315828884820054,0.0236482747116018,-1.83737880579012
"SI:CH211-149L1.2.3",-2.03217332105257,9.48036921708523,-3.15456961234931,0.00316100185022814,0.0236482747116018,-1.83814602885675
"PRRC2C.1",-1.98553810422717,10.0048249653831,-3.15318616499656,0.0031728325901033,0.0236769778273862,-1.84148392151132
"PRPF8.1",2.0566415328513,10.4657122515323,3.15244550200316,0.00317918370790564,0.0236769778273862,-1.84327061026937
"chd5",-3.24311457126801,10.0434323175309,-3.15175285841525,0.00318513396477738,0.0236769778273862,-1.84494125100071
"OXCT1A.3",3.36058201724604,11.685734416436,3.15168619339363,0.00318570721696022,0.0236769778273862,-1.8451020347376
"EHHADH.3",2.64509541591719,12.2415301290902,3.15111308888897,0.00319063937477131,0.0236769778273862,-1.84648417890266
"METTL10.1",-2.48786635697,10.9154935570713,-3.15053874991496,0.00319558941605433,0.0236769778273862,-1.84786915962379
"NDUFS2",2.84369958097816,10.3959519728612,3.15007961512735,0.00319955178347065,0.0236769778273862,-1.84897623175995
"DDX5.4",2.92681579792433,10.6179264525577,3.14970391094538,0.00320279760190094,0.0236769778273862,-1.84988206792087
"HSD17B14.2",3.06190290935496,11.282719237415,3.14892403747565,0.00320954512097322,0.0236917605823319,-1.85176217821258
"GAPDH.1",2.87956156911382,10.9632486711252,3.14631828475997,0.00323218810222372,0.0238236611965973,-1.85804221302504
"SFXN1.1",2.33707662545581,10.6001875223184,3.14483274015599,0.00324516456637801,0.0238336609395074,-1.86162117318837
"G4P62_009327",-1.96053651161358,9.93763829948585,-3.14470478227636,0.00324628460440262,0.0238336609395074,-1.86192940393146
"RARS.3",2.32965779087611,11.1241834757535,3.1445233164459,0.00324787363504309,0.0238336609395074,-1.86236651503273
"nudc",-2.46065921694668,11.2503970861794,-3.14395357570493,0.00325286743900282,0.0238352548026785,-1.86373880298976
"PRPF40A.1",-2.37445733268916,10.560345456475,-3.14135427871746,0.00327574283850616,0.0239472886734617,-1.8699977524603
"HHIPL1.1",-2.30467650249743,9.78251096280522,-3.1411264471536,0.00327775514308103,0.0239472886734617,-1.87054621896804
"HNRNPL.1",3.00984060739895,11.2224736440798,3.1403056673021,0.00328501432996044,0.0239652361206178,-1.87252192500134
"G4P62_008564.1",3.44102522413765,11.3739654217737,3.13713025241836,0.00331324218968626,0.0241358810606342,-1.88016276854544
"ABHD4",-2.16408835420409,10.210348986381,-3.13369126427975,0.00334407215265715,0.024324956329095,-1.88843294562046
"SKP1.1",-2.82847581087942,11.4564038650419,-3.13112100887775,0.00336729125651053,0.0244581999563137,-1.89461064368288
"DDX23.1",2.59679960816159,10.7287068823753,3.13037418180435,0.00337406649351319,0.0244717904108006,-1.89640513441607
"NARS.2",2.88945065536309,11.0462079821462,3.12939249887798,0.00338299198587671,0.0245009143824743,-1.89876357530477
"NDUFA12.2",3.30407751857308,10.9029328920701,3.12716832835336,0.0034032969858208,0.0246122492162982,-1.90410548694249
